"wt_full_W6" "wt_full_W9" "regretsIHaveAFewW6" "euRefExpectationW7" "euRefExpectationW8" "econPersonalRetroW8" "euRefTurnoutRetroW9" "euRefVoteW9" "regretsIHaveAFewW9" "ageGroup" "ns_secW1W2W3W4W5" "ns_sec_analyticW1W2W3W4W5" "gender" "gor" "education"
"7280" 0.492631152083124 NA NA 96 NA NA NA NA NA 5 NA NA 2 3 1
"7281" 0.549264839156383 NA 1 NA NA NA NA NA NA 4 134 70 2 10 1
"7282" 0.0931642952426839 0.081440959257094 0 9999 61 NA 1 0 0 6 43 20 1 7 16
"7283" 0.121895497210629 0.111519618672504 0 9999 9999 3 1 0 0 7 31 12 1 7 16
"7284" 0.605440410709619 0.771457674971658 0 58 54 3 1 1 0 6 71 30 1 3 9
"7285" 2.44701519345912 2.0192431014212 0 51 NA NA 1 1 0 7 42 20 2 3 9
"7286" 1.13916385006722 NA 0 9999 9999 NA NA NA NA 4 NA NA 1 6 11
"7287" 0.275514930764685 0.48328137565595 0 48 50 NA 1 1 1 5 60 20 1 11 16
"7288" NA NA NA NA NA NA NA NA NA 3 32 12 1 2 16
"7289" 0.696914667821196 0.604670392723555 NA 10 26 2 0 NA NA 4 41 20 1 2 11
"7290" NA NA NA NA NA NA NA NA NA 7 100 50 1 3 1
"7291" 0.863428592482534 0.52479265594695 0 52 48 NA 1 1 0 6 122 60 1 5 11
"7292" 0.761540253604641 NA NA NA NA NA NA NA NA 3 121 60 2 6 16
"7293" 0.468870454244594 0.497808602234012 1 38 38 NA 1 0 0 4 31 12 2 7 17
"7294" NA NA NA NA NA NA NA NA NA 2 NA NA 2 3 11
"7295" 0.322719833428686 0.301434896952577 0 26 44 NA 1 0 0 5 32 12 1 8 16
"7296" 1.3529743181475 NA 0 NA NA NA NA NA NA 6 100 50 1 5 18
"7297" 0.169568800618377 0.285851962365546 0 36 44 NA 1 0 0 5 112 50 1 11 16
"7298" 0.72625794817163 0.699455038213422 0 65 61 NA 1 1 9999 4 72 30 1 5 15
"7299" 1.08858149140603 1.02758524504068 0 24 NA NA 1 0 0 5 72 30 2 6 11
"7300" 0.606883332349081 0.436783362973458 0 67 85 9999 1 1 0 7 10 11 2 3 18
"7301" 0.114961547348168 0.140278661459659 0 47 48 NA 1 0 0 6 31 12 1 7 16
"7302" 0.742603091435069 0.630470252336992 0 66 25 3 1 0 0 5 112 50 1 6 7
"7303" 0.763630114669769 0.984792746452661 0 40 55 2 1 0 0 4 NA NA 1 11 18
"7304" NA NA NA NA NA NA NA NA NA 7 50 20 1 7 17
"7305" 2.69878029084328 2.47185901266115 0 9999 9999 NA 1 0 0 5 41 20 2 6 9
"7306" NA NA NA NA NA NA NA NA NA 4 72 30 2 8 5
"7307" 0.36169553476644 0.348166466238537 0 40 48 NA 1 0 0 5 91 40 1 2 17
"7308" 0.85753280771457 0.823593817486247 0 64 43 NA 1 0 0 3 71 30 2 7 9
"7309" 0.554630917249599 1.49680271686144 0 NA 39 3 1 0 0 5 50 20 1 7 16
"7310" 2.56395486671369 0.717581488207878 0 77 100 3 1 1 9999 5 121 60 2 7 1
"7311" 0.205060620343741 0.235043322741889 0 50 53 NA 1 0 0 5 91 40 1 10 18
"7312" 0.175360182019472 0.232455967113325 0 3 27 NA 1 0 0 5 32 12 1 11 18
"7313" 0.158498361892333 0.191670192642805 0 4 4 NA 1 0 0 6 NA NA 2 11 17
"7314" 1.87435769934184 1.53418661063871 0 73 78 NA 1 1 0 6 71 30 2 6 1
"7315" NA NA NA NA NA NA NA NA NA 4 60 20 1 3 15
"7316" 0.312158031281374 0.454456622467581 0 75 NA NA 1 1 0 7 10 11 1 10 18
"7317" 0.586197655613048 0.509239111705731 NA 48 44 NA 1 0 0 5 32 12 1 3 13
"7318" NA NA NA NA NA NA NA NA NA 7 71 30 2 8 4
"7319" 0.32213877575032 1.23410748022536 0 9999 9999 NA 1 1 0 6 31 12 2 11 17
"7320" 0.696914667821196 0.604670392723555 0 59 58 NA 1 1 0 4 133 70 1 3 18
"7321" 0.0436378367694405 0.0366748642143904 0 9999 9999 NA 1 1 0 7 41 20 2 11 17
"7322" NA NA NA NA NA NA NA NA NA 3 31 12 1 6 18
"7323" 2.53916412286256 2.28961728838725 0 49 47 NA 1 0 0 5 91 40 1 9 11
"7324" 0.734302964395279 0.485861097468357 0 49 36 3 1 1 0 7 72 30 1 8 19
"7325" 0.551092396762378 0.742701807616587 0 9999 NA NA 1 1 0 5 100 50 1 1 18
"7326" 1.18336145051913 1.17799247519665 0 56 45 3 1 1 0 6 NA NA 1 2 18
"7327" 1.06465420489388 NA 0 NA NA NA NA NA NA 7 121 60 2 8 1
"7328" NA NA NA NA NA NA NA NA NA 5 50 20 2 7 9
"7329" NA NA NA NA NA NA NA NA NA 7 20 11 2 10 17
"7330" 0.930684727340701 1.17607498654837 0 20 9 NA 0 NA NA 4 32 12 1 11 16
"7331" 0.762277265193302 NA 0 NA NA NA NA NA NA 6 126 60 2 2 11
"7332" 0.509116421729788 NA 0 NA NA NA NA NA NA 6 20 11 1 7 9
"7333" 0.605440410709619 NA 0 NA NA NA NA NA NA 6 111 50 1 1 1
"7334" 0.726840524546348 0.788716428426677 0 26 51 3 1 0 0 6 41 20 2 7 17
"7335" NA NA NA NA NA NA NA NA NA 5 91 40 2 5 18
"7336" NA NA NA NA NA NA NA NA NA 3 41 20 1 2 16
"7337" 1.88759052537523 0.791053865592514 0 27 15 NA 1 0 0 7 71 30 1 7 19
"7338" 0.686972616959233 0.276261517383206 0 100 98 NA 1 1 0 6 122 60 2 7 1
"7339" 0.813012353559353 0.468822566330464 0 NA 9999 2 1 0 0 5 71 30 2 8 16
"7340" 0.846066012017533 0.735140314164357 0 49 51 3 1 1 0 6 41 20 1 8 11
"7341" NA NA NA 77 NA NA NA NA NA 5 32 12 1 8 5
"7342" 0.646669469810141 0.455419878969294 0 55 48 NA 1 1 0 6 71 30 2 6 9
"7343" 0.472231858776423 NA 0 NA NA NA NA NA NA 7 111 50 1 4 1
"7344" 0.418856349987248 NA 0 NA NA NA NA NA NA 4 41 20 2 11 16
"7345" 0.216928107919816 0.147820270821771 0 50 47 5 1 1 1 5 50 20 1 9 18
"7346" NA NA NA 57 50 NA NA NA NA 5 20 11 1 7 7
"7347" 0.622757576004446 0.482446340273413 0 9999 9999 1 1 1 0 7 41 20 1 9 18
"7348" 1.04528609733972 1.12450751583133 0 98 52 NA 1 1 0 5 43 20 1 4 16
"7349" 0.192954250095428 NA 0 NA NA NA NA NA NA 7 31 12 2 10 17
"7350" NA NA NA NA NA NA NA NA NA 7 NA NA 1 11 3
"7351" 0.261705095202946 0.350954088168837 0 9999 25 NA 1 1 0 5 122 60 2 11 12
"7352" 0.748436251934213 NA 0 NA 45 4 NA NA NA 6 122 60 2 11 13
"7353" 1.16059057987026 0.820526343718426 0 9999 9999 4 1 1 0 6 32 12 1 9 18
"7354" 0.584577985802823 0.512317510750427 0 40 40 3 1 0 0 6 92 40 1 9 15
"7355" 0.686247510113008 0.406304903833509 0 75 NA NA 1 1 0 6 60 20 1 8 11
"7356" NA NA NA NA NA NA NA NA NA 6 91 40 2 3 17
"7357" NA NA NA NA NA NA NA NA NA 3 NA NA 2 7 17
"7358" 0.646938123407119 0.552423295122157 0 1 44 NA 1 0 0 4 91 40 1 1 9
"7359" 1.45196981902624 NA 0 48 51 NA NA NA NA 3 50 20 2 7 17
"7360" 1.32404253236045 0.938013132868558 0 9999 NA NA 1 0 0 7 50 20 2 8 9
"7361" 0.0730449507478403 0.0762632267327216 0 NA 49 3 1 1 0 7 32 12 1 11 15
"7362" 0.379201799915254 0.738859892807916 0 34 13 4 1 0 0 3 41 20 2 11 16
"7363" 1.11328162579403 0.883366156272307 0 54 35 4 1 1 0 7 91 40 2 8 9
"7364" 0.397691841179351 NA 0 31 34 NA NA NA NA 6 60 20 1 10 13
"7365" NA NA NA NA NA NA NA NA NA 5 42 20 1 6 18
"7366" 0.431241055582352 0.722023226806971 0 NA 26 3 1 1 9999 7 71 30 2 7 15
"7367" NA NA NA NA NA NA NA NA NA 7 50 20 1 11 16
"7368" 0.220460852262403 0.258056638501908 0 61 52 NA 1 0 0 6 73 30 2 10 16
"7369" 0.762277265193302 NA 0 NA NA NA NA NA NA 7 NA NA 2 2 1
"7370" NA NA NA NA NA NA NA NA NA 7 121 60 2 11 19
"7371" NA 0.520378713675777 NA 48 33 2 1 1 0 5 71 30 2 6 16
"7372" 0.725607876659699 NA 0 34 NA NA NA NA NA 4 50 20 1 3 15
"7373" 1.23342353532077 1.25561026172376 0 9999 9999 NA 1 1 0 6 20 11 2 7 11
"7374" NA NA NA 9999 NA NA NA NA NA 7 131 70 2 7 9
"7375" 0.149806653888202 0.215623778610924 0 51 9999 NA 1 1 0 7 50 20 1 11 18
"7376" 0.153036994413052 0.324559028518749 0 51 98 NA 1 1 0 6 10 11 2 11 15
"7377" 0.529692458060575 2.02457416125335 0 64 60 2 1 0 0 4 122 60 1 8 8
"7378" 0.272753086048917 0.361219892866114 0 35 48 NA 1 0 0 5 133 70 1 11 8
"7379" 0.612791891159301 1.0912814187418 0 68 47 4 1 0 0 3 20 11 1 8 16
"7380" NA NA NA NA NA NA NA NA NA 4 71 30 1 4 11
"7381" 0.253225463417599 0.173813550464737 0 100 65 NA 1 1 0 5 50 20 1 8 15
"7382" NA NA NA NA NA NA NA NA NA 7 20 11 1 11 10
"7383" 0.863428592482534 NA 0 NA NA NA NA NA NA 5 111 50 1 5 5
"7384" 0.586197655613048 NA 0 55 NA NA NA NA NA 5 10 11 1 3 7
"7385" NA NA NA NA 9999 3 NA NA NA 5 41 20 2 7 17
"7386" 0.133974524956747 0.0956036955390324 0 48 42 NA 1 0 0 5 NA NA 2 8 17
"7387" 1.51588913826073 1.31519308109924 0 9999 100 3 1 1 0 7 100 50 1 4 1
"7388" 1.32581095118421 NA 0 44 9999 NA NA NA NA 7 133 70 1 4 1
"7389" 0.718655591664554 NA 0 NA 45 2 NA NA NA 5 91 40 1 7 16
"7390" 0.152958227608744 0.157277551876733 0 9999 50 NA 1 1 0 6 32 12 1 7 16
"7391" 0.447578353815863 0.177576068206298 0 47 44 NA 1 0 0 6 41 20 1 11 12
"7392" NA NA NA NA NA NA NA NA NA 4 43 20 2 10 16
"7393" NA NA NA NA NA NA NA NA NA 4 42 20 1 4 9
"7394" 0.301535092208191 0.379237177793101 0 46 47 NA 1 1 0 4 73 30 1 11 13
"7395" 4.32566431039598 2.54106374572527 0 51 9999 NA 1 1 0 7 NA NA 1 8 9
"7396" NA NA NA NA NA NA NA NA NA 5 32 12 1 6 16
"7397" 1.02255385507072 0.746742747828911 0 9999 9999 NA 1 1 0 7 71 30 2 8 9
"7398" 0.936417482957864 0.743950096026411 0 48 43 5 1 0 0 6 126 60 2 8 16
"7399" NA NA NA NA NA NA NA NA NA 7 31 12 1 8 16
"7400" 0.204945872426001 1.37942301448365 0 9999 4 3 1 0 0 7 60 20 1 2 17
"7401" 1.20133374792627 1.19883342642735 0 50 9999 NA 1 0 0 5 41 20 1 6 3
"7402" 0.761837916510506 0.857826405794263 0 NA 46 3 1 0 0 3 50 20 2 7 16
"7403" 0.370604313850093 NA 0 NA NA NA NA NA NA 4 NA NA 1 11 16
"7404" 0.76700491468109 0.829831363681024 0 6 48 NA 1 0 0 4 32 12 1 7 17
"7405" 0.144671395065837 0.059576764659017 0 51 35 NA 1 1 0 7 133 70 1 9 9
"7406" 0.529692458060575 0.417103105509792 0 52 53 NA 1 1 9999 5 134 70 1 9 8
"7407" 0.820817521329327 NA 0 NA NA NA NA NA NA 7 60 20 1 9 11
"7408" 1.41589398715539 1.18706771369124 0 50 50 NA 1 0 0 3 41 20 1 4 16
"7409" 0.122225171975657 0.110228498427798 0 45 NA NA 1 1 0 6 20 11 1 7 1
"7410" 0.589800358343764 0.463067551886816 0 71 80 NA 1 1 0 6 71 30 2 6 11
"7411" 1.5793598717583 1.56416204258722 0 48 45 3 1 1 0 5 NA NA 1 4 18
"7412" NA NA NA NA NA NA NA NA NA 5 32 12 1 7 16
"7413" 0.538813208261689 0.295636341540098 0 NA 51 2 1 0 0 3 72 30 2 10 16
"7414" 1.46712199359628 1.42500518922343 9999 74 66 2 1 1 0 5 122 60 2 9 5
"7415" 0.481626982282579 0.283270716952497 0 36 60 NA 1 0 0 3 41 20 2 10 11
"7416" NA NA NA NA NA NA NA NA NA 5 34 12 1 9 15
"7417" 0.987633460824784 0.735140314164357 0 9999 60 3 1 1 0 6 33 12 1 4 16
"7418" 0.903975817362595 NA 0 NA NA NA NA NA NA 4 50 20 1 6 17
"7419" 0.489240560512183 0.317796767336424 0 9999 50 NA 1 1 0 6 NA NA 1 5 17
"7420" 0.461156070676734 NA 0 NA NA NA NA NA NA 5 NA NA 1 10 9
"7421" 0.239285749635496 0.370713283363919 0 4 54 NA 1 0 0 6 32 12 2 6 11
"7422" 0.618660763440218 0.557285742912832 0 50 40 NA 1 0 0 4 123 60 1 5 11
"7423" 0.489240560512183 0.317796767336424 0 9999 25 NA 1 0 0 6 41 20 1 4 17
"7424" NA NA NA NA NA NA NA NA NA 6 71 30 2 2 16
"7425" 1.18336145051913 1.17799247519665 0 50 28 NA 1 0 0 5 91 40 1 2 3
"7426" NA NA NA NA NA NA NA NA NA 6 71 30 2 5 5
"7427" 0.286442746547799 0.388388526553564 0 18 50 NA 1 0 0 6 41 20 1 10 5
"7428" 0.130576568063188 0.166049867362374 0 43 42 NA 1 0 0 6 32 12 2 11 16
"7429" 0.732610050362408 0.72383387415625 0 63 60 NA 1 1 0 5 122 60 2 6 18
"7430" 0.550225646576494 0.392572733446764 0 47 NA NA 0 NA NA 3 41 20 1 11 16
"7431" 0.422286710943443 0.550395919309226 0 69 53 NA 1 1 1 4 72 30 1 10 16
"7432" NA NA NA 49 56 NA NA NA NA 3 50 20 2 11 16
"7433" 0.736075302831395 0.800311201399109 0 10 32 NA 1 0 0 4 43 20 2 7 17
"7434" 0.10255071114558 0.0618379713957934 NA 9999 50 NA 1 1 0 5 41 20 1 11 16
"7435" 0.543809779185069 NA 0 NA NA NA NA NA NA 6 71 30 1 4 9
"7436" 0.263506594037785 0.336857091966007 0 27 48 NA 1 0 0 5 100 50 1 11 5
"7437" 0.549321626929464 NA 0 NA NA NA NA NA NA 6 73 30 1 6 5
"7438" 1.32200421631688 0.546852260828448 0 60 75 NA 1 0 0 6 NA 50 1 7 17
"7439" 0.657041096082936 0.563439565556003 0 49 54 NA 1 1 0 7 44 20 1 6 11
"7440" 0.868673824063556 0.707890602308679 0 53 NA NA 1 1 0 6 41 20 1 4 18
"7441" 0.0624943232468234 0.0786829410790393 0 9999 9999 NA 1 0 0 7 60 20 1 7 17
"7442" NA 1.17969028993253 NA 48 52 NA 1 1 0 6 NA NA 2 3 11
"7443" 1.36933916745651 1.06785013226398 0 45 46 NA 1 0 0 7 31 12 1 8 3
"7444" 0.799455201282098 0.574753824393621 0 0 20 4 1 0 0 7 31 12 1 8 17
"7445" 0.16600656100288 NA 0 49 NA NA NA NA NA 6 43 20 2 7 18
"7446" 0.605633135761519 0.462359461169358 0 22 33 5 1 0 0 4 33 12 1 8 17
"7447" 0.314156508066124 0.44742876028719 0 NA 9999 3 1 1 0 7 41 20 2 11 13
"7448" 0.347486729047012 NA 0 NA NA NA NA NA NA 6 42 20 1 7 1
"7449" 0.149805815342446 0.102458434909718 0 48 49 NA 1 1 0 5 50 20 1 6 11
"7450" NA 0.425653939699054 NA 27 NA NA 1 0 0 7 60 20 2 8 14
"7451" NA NA NA NA NA NA NA NA NA 6 91 40 1 2 18
"7452" 1.60664846836124 1.25658748667783 0 48 87 3 1 0 0 3 50 20 1 8 16
"7453" 0.164640810629688 0.197182921244817 0 9999 33 3 1 1 0 7 41 20 2 7 18
"7454" NA NA NA NA NA NA NA NA NA 5 44 20 1 8 17
"7455" 0.746854760792567 0.716997802884384 0 3 42 NA 1 0 0 6 71 30 1 7 16
"7456" 0.885706847675739 0.841081507467983 0 60 9999 NA 1 1 0 5 60 20 1 3 11
"7457" 0.912046597287235 NA 0 NA NA NA NA NA NA 7 NA NA 2 9 15
"7458" 0.232225726030391 0.395228744153279 1 3 40 NA 1 0 0 6 100 50 1 2 6
"7459" 0.75123942825591 0.563439565556003 0 92 NA NA 1 1 1 7 10 11 1 6 18
"7460" NA NA NA NA NA NA NA NA NA 7 81 40 2 10 13
"7461" 0.168715330953906 NA 0 NA 48 3 NA NA NA 4 32 12 1 4 16
"7462" 0.569106924206218 0.453257730310567 0 44 12 NA 1 0 0 4 NA NA 1 6 17
"7463" 1.22259599497663 0.765203682958631 0 45 43 NA 1 0 0 6 60 20 1 8 17
"7464" 0.565591767827879 0.721617169072384 0 54 47 NA 1 1 0 5 91 40 1 11 12
"7465" 0.314320835858401 0.266224478103207 0 51 47 2 1 0 0 4 41 20 1 8 17
"7466" NA NA NA NA NA NA NA NA NA 6 41 20 2 6 17
"7467" 0.569106924206218 0.609379326669071 0 32 26 NA 1 1 0 5 33 12 1 6 16
"7468" 0.75123942825591 NA 0 NA NA NA NA NA NA 7 20 11 1 6 16
"7469" 0.613448676677924 0.630305366445648 0 80 50 NA 1 1 0 4 71 30 2 9 18
"7470" 0.932532390027726 0.780453187716109 1 50 54 NA 1 1 0 6 123 60 1 2 6
"7471" 1.07533531453482 NA 0 NA NA NA NA NA NA 5 60 20 1 8 11
"7472" 1.07664558438006 0.242318707552322 0 49 58 NA 1 0 0 3 41 20 2 10 16
"7473" 0.30231871835063 0.400728249781593 0 30 NA NA 1 0 0 5 32 12 1 7 18
"7474" 0.587520108887815 NA NA NA NA NA NA NA NA 7 32 12 1 8 11
"7475" 0.47460730388751 0.829831363681024 NA 45 48 3 1 1 0 5 31 12 1 7 11
"7476" 1.18072692699007 0.888466349853255 0 46 NA NA 1 0 0 3 60 20 1 9 17
"7477" 0.747877499713439 0.803458678198522 9999 39 NA NA 1 1 0 6 50 20 2 10 9
"7478" 0.626060551851858 0.708965613183772 0 84 84 9999 1 1 0 4 60 20 1 7 16
"7479" NA NA NA NA NA NA NA NA NA 6 111 50 1 1 5
"7480" 0.572398551263529 NA 1 NA 52 NA NA NA NA 7 72 30 1 2 7
"7481" 1.22259599497663 NA 0 NA NA NA NA NA NA 5 41 20 1 8 16
"7482" 1.00683212697181 NA 0 NA NA NA NA NA NA 3 41 20 2 4 13
"7483" 1.01808183381946 0.502942668176852 NA 9999 9999 NA 1 1 0 5 NA NA 1 5 16
"7484" 1.41589398715539 NA 0 70 NA NA NA NA NA 3 41 20 1 4 13
"7485" NA NA NA 45 NA NA NA NA NA 3 32 12 1 2 18
"7486" 0.912046597287235 0.592736858416407 0 9999 9999 NA 1 0 0 7 43 20 2 8 18
"7487" 0.164556429336426 0.181299921176252 0 48 48 NA 1 1 0 5 32 12 1 10 16
"7488" 1.58807124270913 1.34430897011284 0 25 25 3 1 0 0 3 41 20 1 5 16
"7489" 0.527394059248404 0.301294224628146 0 50 48 NA 1 1 0 7 71 30 2 8 11
"7490" 2.12345464355253 1.71584357711517 0 51 100 NA 1 1 0 5 72 30 2 6 9
"7491" 1.29956075452516 1.03870062697425 0 50 54 NA 1 1 0 7 41 20 2 9 18
"7492" 0.0591722061420277 0.0728693849634828 9999 49 NA NA 1 0 0 5 NA NA 1 11 18
"7493" 0.38473149150824 0.245303675531323 0 48 48 NA 1 0 0 5 NA NA 1 10 18
"7494" NA NA NA NA NA NA NA NA NA 2 122 60 2 11 12
"7495" 2.18830913124135 0.360710775871402 0 50 51 1 1 0 0 5 42 20 1 10 16
"7496" 2.13187857017081 2.19721295826716 0 NA 48 4 1 1 0 5 41 20 2 8 18
"7497" 0.49381633777943 0.395228744153279 0 74 7 NA 1 0 0 6 41 20 1 1 15
"7498" 0.114961547348168 0.140278661459659 0 10 16 NA 1 0 0 7 43 20 1 7 16
"7499" 0.751991879676856 0.576578431505398 0 14 13 NA 1 0 0 7 71 30 2 3 9
"7500" 1.80019195616701 2.49068731761827 0 51 51 NA 1 0 0 6 71 30 2 11 18
"7501" 0.235833378287504 0.499386450011815 0 36 50 NA 1 0 0 7 71 30 1 11 1
"7502" 0.556130954753081 NA 0 20 26 NA NA NA NA 4 50 20 1 7 16
"7503" 0.260722211339519 0.298803593509612 0 9999 9999 2 1 0 0 7 41 20 2 10 15
"7504" NA NA NA NA NA NA NA NA NA 7 41 20 2 11 17
"7505" 0.860895834947237 0.573811974718025 0 51 52 NA 1 0 0 6 112 50 1 3 11
"7506" 0.258036259856589 0.187064693329376 0 55 53 NA 1 1 0 7 20 11 2 2 11
"7507" 0.343342862197193 0.408029185701915 NA 9999 31 NA 1 0 0 5 133 70 1 10 9
"7508" NA NA NA NA NA NA NA NA NA 3 50 20 2 7 18
"7509" 0.844192141127156 0.714721739447021 0 44 9999 3 1 1 0 7 91 40 2 4 1
"7510" 0.22380891503262 0.306731927507579 0 57 54 NA 1 0 0 5 NA NA 1 7 11
"7511" 1.24470537214498 1.11540963116048 0 50 9999 2 1 0 0 5 41 20 1 3 11
"7512" 0.857638098553497 0.735008193920499 0 76 76 NA 1 0 0 6 71 30 1 5 9
"7513" 0.239925208355185 0.168220522696388 0 51 51 NA 1 0 0 7 41 20 1 8 16
"7514" NA 0.329681880344436 NA 63 NA NA 1 0 0 3 NA NA 2 8 15
"7515" 0.13555854957656 NA 0 34 NA NA NA NA NA 4 42 20 1 11 16
"7516" NA 0.714721739447021 NA 38 54 NA 1 1 0 7 71 30 2 4 5
"7517" NA NA NA NA NA NA NA NA NA 4 91 40 1 7 16
"7518" 2.03062900720586 2.40521779379416 0 39 52 NA 1 0 0 5 112 50 1 6 11
"7519" NA NA NA NA NA NA NA NA NA 4 NA NA 2 3 18
"7520" 0.286405273165798 1.12884474950032 0 100 90 NA 1 1 0 4 124 60 2 11 9
"7521" 0.169568800618377 NA 0 NA NA NA NA NA NA 6 41 20 1 11 16
"7522" 0.220512381458358 NA 0 51 NA NA NA NA NA 7 71 30 2 9 18
"7523" 0.496687045544238 NA 1 NA NA NA NA NA NA 3 NA NA 2 7 11
"7524" NA NA NA NA NA NA NA NA NA 4 71 30 1 6 18
"7525" 0.490396779490376 0.410027212284866 0 48 41 NA 1 1 0 7 20 11 1 7 16
"7526" 0.649214708493943 NA 0 NA NA NA NA NA NA 5 41 20 2 5 13
"7527" 0.269336036297417 0.474147850663864 0 65 66 NA 1 0 0 3 NA NA 2 7 17
"7528" 1.31057443131243 NA 0 NA 55 3 NA NA NA 5 10 11 2 5 16
"7529" NA NA NA 9999 9999 NA NA NA NA 6 NA NA 2 3 18
"7530" NA 0.456859229281316 NA 26 26 NA 1 0 0 3 43 20 1 7 16
"7531" 1.10951635580814 0.453257730310567 0 71 NA NA 1 1 0 4 44 20 1 6 18
"7532" 0.603332812490405 1.29933821937833 NA 34 43 4 1 0 0 3 41 20 1 5 18
"7533" 2.0516501913296 NA 0 NA NA NA NA NA NA 4 31 12 1 7 18
"7534" 0.81005129800492 NA NA 50 9999 NA NA NA NA 3 72 30 2 6 11
"7535" 0.620397312922418 0.920473576124726 0 4 1 2 1 0 0 7 132 70 2 5 10
"7536" 0.578309326952958 0.516357525423877 NA 9999 9999 NA 1 1 9999 4 71 30 2 1 18
"7537" 0.982846554145951 NA 0 NA NA NA NA NA NA 4 91 40 1 7 16
"7538" 1.03121991982999 0.960271786385741 0 76 99 NA 1 1 0 5 122 60 2 4 16
"7539" NA NA NA NA NA NA NA NA NA 6 43 20 2 6 15
"7540" 1.60710306081301 1.00904737025526 0 95 97 NA 1 1 0 4 71 30 2 7 11
"7541" 0.982846554145951 1.13978167330069 NA NA 9999 3 0 NA NA 3 42 20 1 7 11
"7542" NA NA NA NA NA NA NA NA NA 5 122 60 2 9 11
"7543" NA NA NA NA NA NA NA NA NA 3 31 12 1 7 16
"7544" 1.29084229524221 1.13768088793597 NA 9999 51 NA 0 NA NA 3 73 30 2 2 11
"7545" 0.801591044807356 NA 0 9999 9999 2 NA NA NA 3 41 20 2 10 16
"7546" 2.2773496970555 3.65538820649282 0 99 80 3 1 1 0 5 50 20 2 1 9
"7547" NA 0.323720493543568 NA 50 50 1 1 0 0 6 134 70 1 9 11
"7548" 0.618660763440218 0.557285742912832 0 NA 48 3 1 0 0 4 122 60 1 4 8
"7549" 0.949567689109589 0.885920525804365 0 26 27 NA 1 0 0 5 41 20 2 4 16
"7550" 0.427913475876626 0.564507550799277 0 48 49 NA 1 0 0 4 41 20 2 7 17
"7551" 1.18072692699007 0.888466349853255 0 100 100 NA 1 1 0 3 122 60 1 8 9
"7552" 0.630101129941635 0.552423295122157 0 51 NA NA 1 0 0 5 NA NA 1 1 16
"7553" 0.873527184746977 0.742111754211321 0 44 69 3 1 0 0 3 72 30 2 3 15
"7554" 0.688173772175791 0.526007646341482 0 66 92 NA 1 1 0 7 126 60 2 8 9
"7555" 0.987633460824784 NA 0 NA NA NA NA NA NA 7 32 12 1 4 7
"7556" 0.447578353815863 0.470640570662711 0 48 29 NA 1 0 0 7 91 40 1 11 9
"7557" NA NA NA NA 50 3 NA NA NA 3 41 20 1 6 11
"7558" 0.139033970482551 NA NA 43 44 NA NA NA NA 5 91 40 1 7 15
"7559" 0.149805815342446 NA 0 NA NA NA NA NA NA 6 32 12 1 6 16
"7560" 1.00438173790277 0.848103048957857 0 52 52 NA 1 1 0 5 60 20 2 5 16
"7561" 0.717151233231693 0.546352103883733 NA 9999 76 NA 0 NA NA 6 111 50 1 8 8
"7562" 2.76437446661824 2.367900890264 1 54 NA NA 1 0 0 3 71 30 1 6 11
"7563" 0.560575232819003 0.453713974532697 0 50 NA NA 1 1 0 5 20 11 1 4 9
"7564" 1.22842910487961 1.06153231373222 0 45 44 3 1 0 0 3 41 20 1 1 16
"7565" 0.194972298942454 NA 0 NA NA NA NA NA NA 4 31 12 1 7 16
"7566" 1.50975023346434 1.23185105957987 0 10 35 NA 1 0 0 3 NA NA 1 7 18
"7567" 0.218048217939445 0.36610577478267 0 55 46 NA 1 0 0 4 NA NA 2 11 12
"7568" 0.433930401493806 0.589103306076392 0 57 54 NA 1 1 0 6 71 30 2 10 16
"7569" 0.447452343641768 0.321775330949744 0 57 58 NA 1 1 0 7 20 11 1 3 1
"7570" 0.865852192884883 0.951551227853873 0 NA 52 3 1 1 0 7 71 30 2 4 9
"7571" 1.20908632293778 0.675640707124619 0 60 25 3 1 0 0 3 60 20 2 5 14
"7572" 0.288484915190361 0.248843620344137 0 27 9999 2 1 0 0 5 41 20 2 7 16
"7573" 0.622757576004446 0.482446340273413 0 51 9999 NA 1 1 0 7 NA NA 1 8 1
"7574" NA NA NA NA NA NA NA NA NA 3 20 11 1 11 12
"7575" NA 0.897172789431233 NA 9999 43 NA 1 1 0 5 NA NA 2 2 16
"7576" 4.2822687244857 0.676177909369042 0 71 37 NA 1 1 0 4 74 30 1 4 9
"7577" 1.75775599404015 NA 0 9999 9999 NA NA NA NA 6 122 60 2 3 5
"7578" NA 1.36113865280086 NA NA 48 4 1 1 9999 3 41 20 1 7 17
"7579" NA NA NA NA NA NA NA NA NA 4 122 60 2 3 9
"7580" 2.36150492259958 2.25833368781993 0 67 44 2 1 0 0 5 41 20 2 2 6
"7581" NA NA NA NA NA NA NA NA NA 6 91 40 1 11 5
"7582" 0.663115196886182 NA 0 31 NA NA NA NA NA 3 20 11 1 6 18
"7583" 0.164020970896044 0.176938443076185 0 57 28 4 1 0 0 6 71 30 1 10 1
"7584" 0.227073269192739 0.168473549835269 0 33 36 NA 1 0 0 7 73 30 1 6 14
"7585" 0.621774421768279 0.395299787875634 0 60 55 2 1 1 0 7 34 12 1 4 18
"7586" 0.75123942825591 0.637959171119257 0 NA 64 3 1 1 0 7 41 20 1 6 6
